,name,x0,x1,x2,x3,class
1746,32.jpg,1268,53,1299,86,1
1747,32.jpg,1922,236,1958,262,1
1748,32.jpg,1631,447,1665,479,1
1749,32.jpg,1999,314,2029,348,1
1750,32.jpg,1635,224,1676,253,1
1751,32.jpg,1873,0,1899,24,1
1752,32.jpg,1528,234,1560,269,1
1753,32.jpg,1824,88,1855,118,1
1754,32.jpg,2000,11,2041,40,1
1755,32.jpg,1412,214,1442,242,1
1756,32.jpg,1241,355,1278,389,1
1757,32.jpg,1550,316,1580,351,1
1758,32.jpg,1678,415,1711,442,1
1759,32.jpg,1549,409,1588,438,1
1760,32.jpg,1859,351,1891,383,1
1761,32.jpg,1735,189,1774,216,1
1762,32.jpg,1455,102,1491,135,1
1763,32.jpg,1511,67,1546,100,1
1764,32.jpg,1900,167,1925,197,1
1765,32.jpg,1614,137,1645,167,1
1766,32.jpg,1920,38,1960,66,1
1767,32.jpg,1757,65,1791,96,1
1768,32.jpg,1707,263,1754,289,1
1769,32.jpg,1497,173,1525,204,1
1770,32.jpg,1660,109,1701,136,1
1771,32.jpg,1780,129,1813,162,1
1772,32.jpg,1379,86,1411,119,1
1773,32.jpg,1586,67,1627,97,1
1774,32.jpg,1492,337,1530,375,1
1775,32.jpg,1595,292,1640,323,1
1776,32.jpg,1552,146,1592,176,1
1777,32.jpg,1982,79,2015,111,1
1778,32.jpg,1458,274,1490,310,1
1779,32.jpg,1685,184,1716,211,1
1780,32.jpg,1739,414,1780,442,1
1781,32.jpg,1872,78,1901,108,1
1782,32.jpg,1809,300,1848,329,1
1783,32.jpg,1786,462,1818,492,1
1784,32.jpg,1715,117,1750,146,1
1785,32.jpg,1788,227,1834,256,1
1786,32.jpg,1872,247,1899,283,1
1787,32.jpg,1664,309,1696,345,1
1788,32.jpg,1987,240,2021,269,1
1789,32.jpg,1375,321,1411,356,1
1790,32.jpg,1601,372,1648,402,1
1791,32.jpg,1925,111,1954,143,1
1792,32.jpg,0,0,336,500,2
1793,32.jpg,2039,0,2443,500,2
1794,320.jpg,1768,178,1802,211,1
1795,320.jpg,1932,7,1961,39,1
1796,320.jpg,1958,321,1986,354,1
1797,320.jpg,1918,153,1950,187,1
1798,320.jpg,3,0,342,500,2
1799,320.jpg,2055,0,2446,500,2
1800,321.jpg,2009,296,2038,326,1
1801,321.jpg,1803,345,1833,378,1
1802,321.jpg,1726,305,1757,339,1
1803,321.jpg,1919,371,1949,402,1
1804,321.jpg,0,0,349,500,2
1805,321.jpg,2055,0,2446,500,2
1806,322.jpg,0,0,349,500,2
1807,322.jpg,2059,0,2442,500,2
1808,323.jpg,0,0,350,500,2
1809,323.jpg,2060,0,2443,500,2
1810,324.jpg,0,0,349,500,2
1811,324.jpg,2054,0,2446,500,2
1812,325.jpg,3,0,342,500,2
1813,325.jpg,2055,0,2447,500,2
1814,326.jpg,0,0,349,500,2
1815,326.jpg,2054,0,2447,500,2
1816,327.jpg,0,0,348,500,2
1817,327.jpg,2053,0,2447,500,2
1818,328.jpg,0,0,350,500,2
1819,328.jpg,2054,0,2447,500,2
1820,329.jpg,3,0,341,500,2
1821,329.jpg,2053,0,2446,500,2
1822,33.jpg,1869,0,1907,13,1
1823,33.jpg,1582,424,1609,450,1
1824,33.jpg,1632,199,1656,229,1
1825,33.jpg,1786,449,1822,478,1
1826,33.jpg,1431,159,1457,188,1
1827,33.jpg,1909,183,1943,207,1
1828,33.jpg,1248,302,1281,333,1
1829,33.jpg,1904,473,1943,496,1
1830,33.jpg,1994,222,2026,248,1
1831,33.jpg,1592,287,1630,315,1
1832,33.jpg,1941,409,1973,435,1
1833,33.jpg,1398,351,1433,382,1
1834,33.jpg,1949,224,1984,252,1
1835,33.jpg,1630,462,1661,491,1
1836,33.jpg,1731,32,1764,55,1
1837,33.jpg,1560,348,1590,378,1
1838,33.jpg,1278,85,1308,115,1
1839,33.jpg,1943,110,1979,138,1
1840,33.jpg,1877,183,1906,210,1
1841,33.jpg,1385,230,1410,262,1
1842,33.jpg,1855,436,1886,464,1
1843,33.jpg,1461,427,1493,455,1
1844,33.jpg,1712,98,1740,127,1
1845,33.jpg,1996,369,2026,397,1
1846,33.jpg,1539,428,1567,455,1
1847,33.jpg,1684,473,1719,499,1
1848,33.jpg,1729,421,1758,455,1
1849,33.jpg,1729,168,1764,198,1
1850,33.jpg,1994,70,2032,100,1
1851,33.jpg,1664,132,1698,161,1
1852,33.jpg,1692,30,1723,54,1
1853,33.jpg,1633,290,1676,318,1
1854,33.jpg,1476,170,1509,199,1
1855,33.jpg,1993,0,2035,24,1
1856,33.jpg,1551,204,1583,233,1
1857,33.jpg,1661,400,1698,428,1
1858,33.jpg,1904,107,1936,136,1
1859,33.jpg,1846,248,1874,276,1
1860,33.jpg,1780,32,1817,56,1
1861,33.jpg,1538,281,1576,315,1
1862,33.jpg,1809,371,1846,398,1
1863,33.jpg,1504,350,1541,384,1
1864,33.jpg,1775,294,1832,322,1
1865,33.jpg,1760,107,1800,134,1
1866,33.jpg,1988,448,2023,475,1
1867,33.jpg,1903,397,1928,424,1
1868,33.jpg,1477,48,1509,81,1
1869,33.jpg,1461,280,1498,315,1
1870,33.jpg,1672,211,1708,237,1
1871,33.jpg,1932,34,1969,62,1
1872,33.jpg,1920,335,1956,362,1
1873,33.jpg,1613,361,1646,395,1
1874,33.jpg,1872,333,1905,362,1
1875,33.jpg,1557,18,1596,45,1
1876,33.jpg,1626,62,1666,90,1
1877,33.jpg,1758,370,1802,398,1
1878,33.jpg,1980,297,2023,327,1
1879,33.jpg,1716,252,1760,279,1
1880,33.jpg,1536,90,1575,128,1
1881,33.jpg,1897,262,1934,291,1
1882,33.jpg,1785,209,1825,237,1
1883,33.jpg,1591,136,1630,168,1
1884,33.jpg,1818,144,1860,172,1
1885,33.jpg,1695,328,1742,357,1
1886,33.jpg,1841,64,1893,92,1
1887,33.jpg,1982,150,2026,177,1
1888,33.jpg,0,0,338,500,2
1889,33.jpg,2040,0,2448,500,2
1890,330.jpg,0,0,347,500,2
1891,330.jpg,2053,0,2447,500,2
1892,331.jpg,0,0,346,500,2
1893,331.jpg,2058,0,2442,500,2
1894,332.jpg,3,0,340,500,2
1895,332.jpg,2053,0,2447,500,2
1896,333.jpg,0,0,347,500,2
1897,333.jpg,2052,0,2446,500,2
1898,334.jpg,0,0,350,500,2
1899,334.jpg,2061,0,2443,500,2
1900,335.jpg,1999,397,2027,430,1
1901,335.jpg,2008,212,2038,246,1
1902,335.jpg,0,0,351,500,2
1903,335.jpg,2060,0,2442,500,2
1904,336.jpg,0,0,350,500,2
1905,336.jpg,2059,0,2443,500,2
1906,337.jpg,0,0,347,500,2
1907,337.jpg,2053,0,2447,500,2
1908,338.jpg,0,0,347,500,2
1909,338.jpg,2053,0,2447,500,2
1910,339.jpg,0,0,346,500,2
1911,339.jpg,2053,0,2447,500,2
1912,34.jpg,1975,116,2008,147,1
1913,34.jpg,1040,94,1078,127,0
1914,34.jpg,1719,472,1754,493,1
1915,34.jpg,2030,240,2049,273,1
1916,34.jpg,1985,0,2027,13,1
1917,34.jpg,1948,392,1975,417,1
1918,34.jpg,1849,268,1884,297,1
1919,34.jpg,1695,52,1732,81,1
1920,34.jpg,1680,467,1713,493,1
1921,34.jpg,1635,234,1665,265,1
1922,34.jpg,2003,122,2033,153,1
1923,34.jpg,1954,46,1983,73,1
1924,34.jpg,1765,467,1804,492,1
1925,34.jpg,1857,427,1888,452,1
1926,34.jpg,1436,395,1464,426,1
1927,34.jpg,1915,473,1957,496,1
1928,34.jpg,1755,393,1786,418,1
1929,34.jpg,1970,110,1995,141,1
1930,34.jpg,1494,393,1527,423,1
1931,34.jpg,1242,324,1275,360,1
1932,34.jpg,1980,434,2021,460,1
1933,34.jpg,1509,234,1539,265,1
1934,34.jpg,1464,305,1496,340,1
1935,34.jpg,1997,53,2027,82,1
1936,34.jpg,1546,458,1585,486,1
1937,34.jpg,1350,300,1383,332,1
1938,34.jpg,1582,379,1612,410,1
1939,34.jpg,1720,317,1757,346,1
1940,34.jpg,1459,177,1488,210,1
1941,34.jpg,1602,10,1634,40,1
1942,34.jpg,1935,167,1964,194,1
1943,34.jpg,1864,40,1892,70,1
1944,34.jpg,1630,416,1659,445,1
1945,34.jpg,1673,160,1706,188,1
1946,34.jpg,1748,54,1793,81,1
1947,34.jpg,1900,397,1930,425,1
1948,34.jpg,1552,241,1584,274,1
1949,34.jpg,1882,174,1920,201,1
1950,34.jpg,1913,0,1947,29,1
1951,34.jpg,1812,206,1851,232,1
1952,34.jpg,1553,39,1585,73,1
1953,34.jpg,1815,8,1845,36,1
1954,34.jpg,1477,47,1511,82,1
1955,34.jpg,1594,166,1631,196,1
1956,34.jpg,1908,95,1940,125,1
1957,34.jpg,1988,360,2025,389,1
1958,34.jpg,1980,287,2028,316,1
1959,34.jpg,1987,203,2020,232,1
1960,34.jpg,1662,336,1694,369,1
1961,34.jpg,1828,106,1858,141,1
1962,34.jpg,1761,248,1798,280,1
1963,34.jpg,1612,306,1647,342,1
1964,34.jpg,1809,418,1835,447,1
1965,34.jpg,1633,89,1672,122,1
1966,34.jpg,1722,119,1749,150,1
1967,34.jpg,1539,120,1574,152,1
1968,34.jpg,1539,336,1572,371,1
1969,34.jpg,1763,133,1805,163,1
1970,34.jpg,1700,395,1744,422,1
1971,34.jpg,1718,201,1756,230,1
1972,34.jpg,1821,354,1863,383,1
1973,34.jpg,1917,244,1963,273,1
1974,34.jpg,1685,261,1717,296,1
1975,34.jpg,1905,324,1955,351,1
1976,34.jpg,1780,326,1806,359,1
1977,34.jpg,0,0,337,500,2
1978,34.jpg,2040,0,2441,500,2
1979,340.jpg,0,0,347,500,2
1980,340.jpg,2053,0,2446,500,2
1981,341.jpg,0,0,348,500,2
1982,341.jpg,2058,0,2443,500,2
1983,342.jpg,0,0,347,500,2
1984,342.jpg,2054,0,2448,500,2
1985,343.jpg,0,0,348,500,2
1986,343.jpg,2054,0,2447,500,2
1987,344.jpg,0,0,347,500,2
1988,344.jpg,2054,0,2447,500,2
1989,345.jpg,0,0,348,500,2
1990,345.jpg,2054,0,2447,500,2
1991,346.jpg,3,0,342,500,2
1992,346.jpg,2056,0,2445,500,2
1993,347.jpg,0,0,348,500,2
1994,347.jpg,2054,0,2446,500,2
1995,348.jpg,349,72,371,101,1
1996,348.jpg,0,0,351,500,2
1997,348.jpg,2060,0,2443,500,2
1998,349.jpg,0,0,348,500,2
1999,349.jpg,2055,0,2447,500,2
2000,35.jpg,1042,258,1127,323,0
2001,35.jpg,0,0,351,500,2
2002,35.jpg,2061,0,2442,500,2
2003,350.jpg,0,0,349,500,2
2004,350.jpg,2059,0,2443,500,2
2005,351.jpg,0,0,347,500,2
2006,351.jpg,2055,0,2447,500,2
2007,352.jpg,0,0,350,500,2
2008,352.jpg,2054,0,2446,500,2
2009,353.jpg,0,0,348,500,2
2010,353.jpg,2054,0,2445,500,2
2011,354.jpg,0,0,348,500,2
2012,354.jpg,2054,0,2447,500,2
2013,355.jpg,0,0,348,500,2
2014,355.jpg,2055,0,2447,500,2
2015,356.jpg,3,0,342,500,2
2016,356.jpg,2055,0,2446,500,2
2017,357.jpg,2013,89,2047,127,1
2018,357.jpg,0,0,350,500,2
2019,357.jpg,2059,0,2442,500,2
2020,358.jpg,0,0,349,500,2
2021,358.jpg,2054,0,2446,500,2
2022,359.jpg,0,0,349,500,2
2023,359.jpg,2055,0,2447,500,2
2024,36.jpg,1537,480,1569,500,1
2025,36.jpg,1733,420,1774,445,1
2026,36.jpg,1278,455,1308,488,1
2027,36.jpg,1818,73,1868,102,1
2028,36.jpg,1840,0,1879,14,1
2029,36.jpg,1850,385,1885,409,1
2030,36.jpg,1688,194,1720,219,1
2031,36.jpg,1265,293,1300,324,1
2032,36.jpg,1852,479,1886,500,1
2033,36.jpg,1719,195,1753,220,1
2034,36.jpg,1725,421,1754,445,1
2035,36.jpg,1579,0,1612,21,1
2036,36.jpg,1832,385,1862,412,1
2037,36.jpg,1954,0,1990,15,1
2038,36.jpg,1470,189,1501,218,1
2039,36.jpg,1701,38,1734,65,1
2040,36.jpg,1623,191,1656,219,1
2041,36.jpg,1828,152,1854,178,1
2042,36.jpg,2014,137,2043,165,1
2043,36.jpg,1802,449,1830,478,1
2044,36.jpg,1672,109,1703,138,1
2045,36.jpg,1476,61,1505,92,1
2046,36.jpg,1501,410,1535,440,1
2047,36.jpg,1787,149,1813,175,1
2048,36.jpg,1589,452,1619,482,1
2049,36.jpg,1633,39,1669,68,1
2050,36.jpg,1814,69,1840,99,1
2051,36.jpg,2015,37,2045,69,1
2052,36.jpg,1974,197,2010,225,1
2053,36.jpg,1584,254,1616,284,1
2054,36.jpg,2012,247,2038,278,1
2055,36.jpg,1806,310,1839,341,1
2056,36.jpg,1608,334,1642,364,1
2057,36.jpg,1903,439,1934,470,1
2058,36.jpg,1979,85,2010,115,1
2059,36.jpg,1760,333,1788,364,1
2060,36.jpg,1549,186,1580,215,1
2061,36.jpg,1535,64,1568,97,1
2062,36.jpg,1886,317,1920,347,1
2063,36.jpg,1910,241,1948,269,1
2064,36.jpg,1637,417,1675,444,1
2065,36.jpg,1651,267,1691,296,1
2066,36.jpg,2000,343,2028,376,1
2067,36.jpg,1457,325,1490,361,1
2068,36.jpg,1882,167,1920,195,1
2069,36.jpg,1765,41,1797,71,1
2070,36.jpg,1963,285,1995,319,1
2071,36.jpg,1526,282,1564,320,1
2072,36.jpg,1912,31,1942,60,1
2073,36.jpg,1778,233,1815,261,1
2074,36.jpg,1930,363,1958,392,1
2075,36.jpg,1598,109,1635,140,1
2076,36.jpg,1717,119,1762,146,1
2077,36.jpg,1838,238,1867,265,1
2078,36.jpg,1720,274,1756,304,1
2079,36.jpg,1686,349,1726,381,1
2080,36.jpg,1937,122,1967,157,1
2081,36.jpg,1556,360,1586,396,1
2082,36.jpg,1970,425,2018,452,1
2083,36.jpg,1852,81,1902,108,1
2084,36.jpg,0,0,339,500,2
2085,36.jpg,2040,0,2442,500,2
2086,360.jpg,1430,313,1599,442,1
2087,360.jpg,0,0,351,500,2
2088,360.jpg,2060,0,2442,500,2
2089,361.jpg,3,0,341,500,2
2090,361.jpg,2053,0,2446,500,2
2091,362.jpg,3,0,342,500,2
2092,362.jpg,2054,0,2447,500,2
2093,363.jpg,0,0,349,500,2
2094,363.jpg,2054,0,2447,500,2
2095,364.jpg,3,0,342,500,2
2096,364.jpg,2054,0,2446,500,2
2097,365.jpg,1919,287,1951,320,1
2098,365.jpg,0,0,347,500,2
2099,365.jpg,2052,0,2447,500,2
2100,366.jpg,0,0,346,500,2
2101,366.jpg,2051,0,2447,500,2
2102,367.jpg,0,0,348,500,2
2103,367.jpg,2051,0,2447,500,2
2104,368.jpg,1999,383,2030,419,1
2105,368.jpg,0,0,350,500,2
2106,368.jpg,2060,0,2442,500,2
2107,369.jpg,0,0,348,500,2
2108,369.jpg,2051,0,2447,500,2
2109,37.jpg,1687,481,1718,500,1
2110,37.jpg,1999,476,2028,499,1
2111,37.jpg,2012,198,2041,226,1
2112,37.jpg,1628,3,1669,26,1
2113,37.jpg,1849,68,1880,97,1
2114,37.jpg,1686,0,1714,22,1
2115,37.jpg,1567,432,1597,462,1
2116,37.jpg,1941,426,1977,455,1
2117,37.jpg,1946,53,1980,81,1
2118,37.jpg,1776,410,1807,436,1
2119,37.jpg,1898,473,1931,500,1
2120,37.jpg,1757,316,1784,348,1
2121,37.jpg,1475,130,1504,163,1
2122,37.jpg,1808,0,1842,26,1
2123,37.jpg,1822,191,1854,219,1
2124,37.jpg,1695,261,1742,291,1
2125,37.jpg,1624,265,1667,296,1
2126,37.jpg,2005,43,2035,72,1
2127,37.jpg,1669,344,1702,376,1
2128,37.jpg,1727,133,1761,164,1
2129,37.jpg,1902,10,1932,38,1
2130,37.jpg,1881,384,1918,416,1
2131,37.jpg,1797,259,1828,288,1
2132,37.jpg,1996,121,2026,151,1
2133,37.jpg,1693,72,1723,103,1
2134,37.jpg,1544,25,1574,56,1
2135,37.jpg,1935,338,1969,366,1
2136,37.jpg,1973,238,2001,267,1
2137,37.jpg,1860,277,1890,309,1
2138,37.jpg,1721,330,1748,360,1
2139,37.jpg,1642,132,1671,164,1
2140,37.jpg,1768,186,1797,214,1
2141,37.jpg,1535,254,1567,288,1
2142,37.jpg,1501,372,1537,408,1
2143,37.jpg,1540,131,1569,164,1
2144,37.jpg,1462,276,1494,311,1
2145,37.jpg,1829,424,1861,453,1
2146,37.jpg,1804,339,1837,369,1
2147,37.jpg,1623,393,1655,424,1
2148,37.jpg,1882,193,1916,222,1
2149,37.jpg,1587,179,1620,208,1
2150,37.jpg,1580,321,1612,356,1
2151,37.jpg,1940,164,1983,192,1
2152,37.jpg,1996,397,2023,429,1
2153,37.jpg,1598,75,1632,109,1
2154,37.jpg,1714,417,1748,445,1
2155,37.jpg,1995,307,2032,338,1
2156,37.jpg,1908,110,1938,140,1
2157,37.jpg,1917,261,1950,291,1
2158,37.jpg,1684,178,1714,206,1
2159,37.jpg,1740,43,1794,71,1
2160,37.jpg,1801,114,1837,145,1
2161,37.jpg,0,0,337,500,2
2162,37.jpg,2043,0,2442,500,2
2163,370.jpg,0,0,347,500,2
2164,370.jpg,2052,0,2447,500,2
2165,371.jpg,0,0,345,500,2
2166,371.jpg,2052,0,2447,500,2
2167,372.jpg,0,0,351,500,2
2168,372.jpg,2060,0,2443,500,2
2169,373.jpg,0,0,347,500,2
2170,373.jpg,2051,0,2446,500,2
2171,374.jpg,0,0,346,500,2
2172,374.jpg,2051,0,2447,500,2
2173,375.jpg,0,0,346,500,2
2174,375.jpg,2050,0,2447,500,2
2175,376.jpg,0,0,345,500,2
2176,376.jpg,2052,0,2446,500,2
2177,377.jpg,0,0,345,500,2
2178,377.jpg,2056,0,2442,500,2
2179,378.jpg,0,0,346,500,2
2180,378.jpg,2052,0,2448,500,2
2181,379.jpg,0,0,350,500,2
2182,379.jpg,2060,0,2443,500,2
2183,38.jpg,1865,383,1898,406,1
2184,38.jpg,1837,0,1873,13,1
2185,38.jpg,1637,325,1668,355,1
2186,38.jpg,1993,260,2017,288,1
2187,38.jpg,1984,410,2021,436,1
2188,38.jpg,1530,469,1561,497,1
2189,38.jpg,1769,0,1803,18,1
2190,38.jpg,1943,264,1979,291,1
2191,38.jpg,1831,382,1863,408,1
2192,38.jpg,1913,201,1941,232,1
2193,38.jpg,1535,356,1564,385,1
2194,38.jpg,1614,445,1651,472,1
2195,38.jpg,1509,146,1538,177,1
2196,38.jpg,2007,337,2033,367,1
2197,38.jpg,1457,427,1488,454,1
2198,38.jpg,1889,452,1917,480,1
2199,38.jpg,1670,440,1698,467,1
2200,38.jpg,2018,204,2041,237,1
2201,38.jpg,1575,138,1605,166,1
2202,38.jpg,1634,171,1665,202,1
2203,38.jpg,1797,438,1825,467,1
2204,38.jpg,2004,118,2037,148,1
2205,38.jpg,1722,230,1750,261,1
2206,38.jpg,1462,280,1495,315,1
2207,38.jpg,1920,383,1950,413,1
2208,38.jpg,1971,173,1997,203,1
2209,38.jpg,2015,14,2042,44,1
2210,38.jpg,1472,42,1502,79,1
2211,38.jpg,1682,218,1708,248,1
2212,38.jpg,1826,142,1857,172,1
2213,38.jpg,1972,45,2006,75,1
2214,38.jpg,1601,250,1634,281,1
2215,38.jpg,1821,59,1851,91,1
2216,38.jpg,1547,250,1579,281,1
2217,38.jpg,1846,239,1872,266,1
2218,38.jpg,1720,400,1753,429,1
2219,38.jpg,1602,4,1634,32,1
2220,38.jpg,1545,58,1578,91,1
2221,38.jpg,1873,60,1902,91,1
2222,38.jpg,1965,334,1993,362,1
2223,38.jpg,1893,311,1924,343,1
2224,38.jpg,1910,11,1941,43,1
2225,38.jpg,1717,32,1750,62,1
2226,38.jpg,1753,291,1783,324,1
2227,38.jpg,1925,116,1966,144,1
2228,38.jpg,1575,371,1617,403,1
2229,38.jpg,1799,258,1829,286,1
2230,38.jpg,1780,362,1808,391,1
2231,38.jpg,1642,80,1675,114,1
2232,38.jpg,1712,139,1752,168,1
2233,38.jpg,1678,332,1721,362,1
2234,38.jpg,1875,150,1902,180,1
2235,38.jpg,1781,179,1812,210,1
2236,38.jpg,1767,85,1798,120,1
2237,38.jpg,0,0,339,500,2
2238,38.jpg,2042,0,2442,500,2
2239,380.jpg,0,0,347,500,2
2240,380.jpg,2051,0,2448,500,2
2241,381.jpg,0,0,348,500,2
2242,381.jpg,2050,0,2446,500,2
2243,382.jpg,0,0,347,500,2
2244,382.jpg,2051,0,2446,500,2
2245,383.jpg,0,0,347,500,2
2246,383.jpg,2053,0,2447,500,2
2247,384.jpg,335,0,355,33,1
2248,384.jpg,1675,446,1708,484,1
2249,384.jpg,1655,0,1686,24,1
2250,384.jpg,1423,292,1506,366,1
2251,384.jpg,0,0,348,500,2
2252,384.jpg,2055,0,2447,500,2
2253,385.jpg,3,0,342,500,2
2254,385.jpg,2055,0,2446,500,2
2255,386.jpg,0,0,347,500,2
2256,386.jpg,2052,0,2447,500,2
2257,387.jpg,0,0,347,500,2
2258,387.jpg,2052,0,2447,500,2
2259,388.jpg,0,0,347,500,2
2260,388.jpg,2052,0,2446,500,2
2261,389.jpg,0,0,348,500,2
2262,389.jpg,2052,0,2446,500,2
2263,39.jpg,1741,348,1784,384,1
2264,39.jpg,1975,106,2008,140,1
2265,39.jpg,1900,160,1947,191,1
2266,39.jpg,1933,149,1964,179,1
2267,39.jpg,2015,9,2040,38,1
2268,39.jpg,1731,360,1761,391,1
2269,39.jpg,1541,0,1574,18,1
2270,39.jpg,1973,18,2005,46,1
2271,39.jpg,1988,215,2011,241,1
2272,39.jpg,1680,189,1711,220,1
2273,39.jpg,1916,153,1943,184,1
2274,39.jpg,1921,318,1951,347,1
2275,39.jpg,1882,0,1921,23,1
2276,39.jpg,1997,365,2030,396,1
2277,39.jpg,1633,32,1663,62,1
2278,39.jpg,2016,170,2040,200,1
2279,39.jpg,1818,2,1853,30,1
2280,39.jpg,1702,472,1736,499,1
2281,39.jpg,1634,403,1666,433,1
2282,39.jpg,1965,309,1994,340,1
2283,39.jpg,1587,445,1618,478,1
2284,39.jpg,1515,137,1556,169,1
2285,39.jpg,1737,248,1777,279,1
2286,39.jpg,2000,456,2030,493,1
2287,39.jpg,2001,97,2036,127,1
2288,39.jpg,1583,71,1615,104,1
2289,39.jpg,1764,160,1795,191,1
2290,39.jpg,1933,229,1969,259,1
2291,39.jpg,1759,432,1791,460,1
2292,39.jpg,2007,274,2034,309,1
2293,39.jpg,1463,267,1496,301,1
2294,39.jpg,1829,423,1859,453,1
2295,39.jpg,1878,256,1908,285,1
2296,39.jpg,1895,452,1926,482,1
2297,39.jpg,1870,172,1903,200,1
2298,39.jpg,1680,54,1710,85,1
2299,39.jpg,1689,300,1722,332,1
2300,39.jpg,1878,371,1913,399,1
2301,39.jpg,1883,75,1915,103,1
2302,39.jpg,1732,17,1763,50,1
2303,39.jpg,1819,304,1850,337,1
2304,39.jpg,1720,121,1746,153,1
2305,39.jpg,1960,141,1989,170,1
2306,39.jpg,1771,60,1806,88,1
2307,39.jpg,1775,336,1805,367,1
2308,39.jpg,1508,399,1540,431,1
2309,39.jpg,1570,350,1603,381,1
2310,39.jpg,1939,404,1985,432,1
2311,39.jpg,1635,151,1664,183,1
2312,39.jpg,1527,277,1563,313,1
2313,39.jpg,1593,217,1626,248,1
2314,39.jpg,1934,67,1962,95,1
2315,39.jpg,1823,106,1859,136,1
2316,39.jpg,1683,395,1712,424,1
2317,39.jpg,1628,303,1663,337,1
2318,39.jpg,1813,210,1843,241,1
2319,39.jpg,0,0,340,500,2
2320,39.jpg,2041,0,2442,500,2
2321,390.jpg,1679,419,1710,454,1
2322,390.jpg,1425,264,1505,339,1
2323,390.jpg,0,0,348,500,2
2324,390.jpg,2055,0,2448,500,2
2325,391.jpg,0,0,348,500,2
2326,391.jpg,2053,0,2448,500,2
2327,392.jpg,3,0,341,500,2
2328,392.jpg,2054,0,2448,500,2
2329,393.jpg,0,0,348,500,2
2330,393.jpg,2054,0,2447,500,2
2331,394.jpg,0,0,348,500,2
2332,394.jpg,2055,0,2446,500,2
2333,395.jpg,0,0,348,500,2
2334,395.jpg,2054,0,2447,500,2
2335,396.jpg,4,0,343,500,2
2336,396.jpg,2054,0,2447,500,2
2337,397.jpg,1412,137,1445,176,1
2338,397.jpg,0,0,349,500,2
2339,397.jpg,2056,0,2447,500,2
2340,398.jpg,4,0,343,500,2
2341,398.jpg,2058,0,2443,500,2
2342,399.jpg,3,0,344,500,2
2343,399.jpg,2055,0,2447,500,2
2344,4.jpg,1830,345,1887,380,1
2345,4.jpg,1535,472,1595,498,1
2346,4.jpg,914,482,950,500,1
2347,4.jpg,1893,408,1923,446,1
2348,4.jpg,2011,438,2046,479,1
2349,4.jpg,1320,460,1347,485,1
2350,4.jpg,2011,457,2044,487,1
2351,4.jpg,1327,126,1354,153,1
2352,4.jpg,2025,345,2050,383,1
2353,4.jpg,1959,457,1998,480,1
2354,4.jpg,2017,168,2043,207,1
2355,4.jpg,1113,230,1141,258,1
2356,4.jpg,1874,478,1905,498,1
2357,4.jpg,2005,403,2043,443,1
2358,4.jpg,1977,362,2004,393,1
2359,4.jpg,725,444,753,470,1
2360,4.jpg,1597,0,1650,14,1
2361,4.jpg,1782,329,1823,355,1
2362,4.jpg,1694,469,1726,495,1
2363,4.jpg,727,145,756,172,1
2364,4.jpg,791,443,816,470,1
2365,4.jpg,1657,328,1705,355,1
2366,4.jpg,1933,177,1965,203,1
2367,4.jpg,2005,183,2032,214,1
2368,4.jpg,2009,104,2043,133,1
2369,4.jpg,1976,0,2014,21,1
2370,4.jpg,1969,143,2004,169,1
2371,4.jpg,1190,386,1220,414,1
2372,4.jpg,1797,424,1826,450,1
2373,4.jpg,1753,30,1800,53,1
2374,4.jpg,1754,473,1792,497,1
2375,4.jpg,1358,44,1395,79,1
2376,4.jpg,1816,473,1849,497,1
2377,4.jpg,575,328,604,358,1
2378,4.jpg,1851,424,1879,451,1
2379,4.jpg,1570,479,1609,500,1
2380,4.jpg,802,144,827,171,1
2381,4.jpg,1649,181,1705,205,1
2382,4.jpg,644,211,668,240,1
2383,4.jpg,1658,470,1685,498,1
2384,4.jpg,1271,468,1321,493,1
2385,4.jpg,1931,256,1966,283,1
2386,4.jpg,1538,470,1567,497,1
2387,4.jpg,372,56,398,84,1
2388,4.jpg,1355,129,1395,156,1
2389,4.jpg,1890,0,1935,19,1
2390,4.jpg,1940,396,1967,425,1
2391,4.jpg,832,225,861,255,1
2392,4.jpg,831,375,859,403,1
2393,4.jpg,912,225,940,252,1
2394,4.jpg,1838,181,1897,206,1
2395,4.jpg,2014,30,2047,63,1
2396,4.jpg,1857,239,1886,270,1
2397,4.jpg,1600,365,1645,391,1
2398,4.jpg,1998,254,2041,283,1
2399,4.jpg,992,425,1016,452,1
2400,4.jpg,1202,238,1230,268,1
2401,4.jpg,372,211,398,242,1
2402,4.jpg,642,360,667,389,1
2403,4.jpg,1708,363,1743,389,1
2404,4.jpg,1612,436,1648,462,1
2405,4.jpg,914,76,945,105,1
2406,4.jpg,1702,0,1752,16,1
2407,4.jpg,1979,60,2010,91,1
2408,4.jpg,1854,331,1894,356,1
2409,4.jpg,1082,165,1114,194,1
2410,4.jpg,1909,432,1933,460,1
2411,4.jpg,878,436,903,467,1
2412,4.jpg,1730,424,1758,453,1
2413,4.jpg,1242,260,1274,295,1
2414,4.jpg,893,145,919,174,1
2415,4.jpg,1284,165,1322,194,1
2416,4.jpg,1968,214,1996,241,1
2417,4.jpg,727,324,753,353,1
2418,4.jpg,1468,360,1529,388,1
2419,4.jpg,787,283,815,312,1
2420,4.jpg,1936,28,1972,54,1
2421,4.jpg,1758,378,1797,408,1
